SYEAR,SMTH,NAICS,_EMPLOYMENT_
2006,1,1100,1750
2006,1,1111,0
2006,1,1112,250
2006,1,1113,2750
2006,1,1114,12250
2006,1,1119,1750
2006,1,1121,3000
2006,1,1122,0
2006,1,1123,1750
2006,1,1124,0
2006,1,1125,2750
2006,1,1129,750
2006,1,1131,0
2006,1,1132,0
2006,1,1133,10000
2006,1,1141,3750
2006,1,1142,0
2006,1,1151,1000
2006,1,1152,1500
2006,1,1153,6000
2006,1,2100,1500
2006,1,2111,1750
2006,1,2121,1500
2006,1,2122,4000
2006,1,2123,1750
2006,1,2131,6750
2006,1,2211,5000
2006,1,2212,1750
2006,1,2213,1000
2006,1,2361,47500
2006,1,2362,9000
2006,1,2371,3000
2006,1,2372,3500
2006,1,2373,7750
2006,1,2379,750
2006,1,2381,18000
2006,1,2382,30250
2006,1,2383,31000
2006,1,2389,9500
2006,1,3111,500
2006,1,3112,250
2006,1,3113,750
2006,1,3114,1250
2006,1,3115,1500
2006,1,3116,2500
2006,1,3117,1750
2006,1,3118,5500
2006,1,3119,1500
2006,1,3121,4750
2006,1,3122,0
2006,1,3131,0
2006,1,3132,0
2006,1,3133,0
2006,1,3141,0
2006,1,3149,1750
2006,1,3151,0
2006,1,3152,3750
2006,1,3159,0
2006,1,3162,0
2006,1,3169,0
2006,1,3211,29750
2006,1,3212,5250
2006,1,3219,11250
2006,1,3221,10500
2006,1,3222,1000
2006,1,3231,8500
2006,1,3241,1000
2006,1,3251,750
2006,1,3252,250
2006,1,3253,1000
2006,1,3254,2000
2006,1,3255,500
2006,1,3256,1000
2006,1,3259,1250
2006,1,3261,8250
2006,1,3262,0
2006,1,3271,750
2006,1,3272,2750
2006,1,3273,2500
2006,1,3274,0
2006,1,3279,0
2006,1,3311,1000
2006,1,3312,250
2006,1,3313,2000
2006,1,3314,1250
2006,1,3315,500
2006,1,3321,0
2006,1,3322,0
2006,1,3323,8250
2006,1,3324,500
2006,1,3325,750
2006,1,3326,500
2006,1,3327,1750
2006,1,3328,750
2006,1,3329,1250
2006,1,3331,1500
2006,1,3332,3500
2006,1,3333,1500
2006,1,3334,750
2006,1,3335,250
2006,1,3336,250
2006,1,3339,2250
2006,1,3341,1500
2006,1,3342,1250
2006,1,3343,0
2006,1,3344,2500
2006,1,3345,3500
2006,1,3346,0
2006,1,3351,1000
2006,1,3352,0
2006,1,3353,0
2006,1,3359,2500
2006,1,3361,0
2006,1,3362,3000
2006,1,3363,1250
2006,1,3364,500
2006,1,3365,0
2006,1,3366,2750
2006,1,3369,0
2006,1,3371,2500
2006,1,3372,1000
2006,1,3379,250
2006,1,3391,2500
2006,1,3399,8000
2006,1,4111,250
2006,1,4121,0
2006,1,4131,9250
2006,1,4132,250
2006,1,4133,0
2006,1,4141,2250
2006,1,4142,1000
2006,1,4143,1500
2006,1,4144,1000
2006,1,4145,4500
2006,1,4151,4000
2006,1,4152,6000
2006,1,4153,0
2006,1,4161,2750
2006,1,4162,250
2006,1,4163,5750
2006,1,4171,500
2006,1,4172,9250
2006,1,4173,5250
2006,1,4179,5250
2006,1,4181,5250
2006,1,4182,2500
2006,1,4183,500
2006,1,4184,0
2006,1,4189,5000
2006,1,4191,1500
2006,1,4411,18250
2006,1,4412,3250
2006,1,4413,5000
2006,1,4421,5500
2006,1,4422,4750
2006,1,4431,13250
2006,1,4441,17500
2006,1,4442,3000
2006,1,4451,55250
2006,1,4452,9750
2006,1,4453,5000
2006,1,4461,20000
2006,1,4471,13250
2006,1,4481,18250
2006,1,4482,1750
2006,1,4483,4250
2006,1,4511,9250
2006,1,4513,1500
2006,1,4521,14250
2006,1,4529,10250
2006,1,4531,2250
2006,1,4532,6750
2006,1,4533,2500
2006,1,4539,12750
2006,1,4541,3000
2006,1,4542,1750
2006,1,4543,4750
2006,1,4811,11500
2006,1,4812,3750
2006,1,4821,1750
2006,1,4831,5000
2006,1,4832,250
2006,1,4841,24000
2006,1,4842,14500
2006,1,4851,7500
2006,1,4852,0
2006,1,4853,5500
2006,1,4854,750
2006,1,4855,1500
2006,1,4859,750
2006,1,4861,0
2006,1,4862,0
2006,1,4869,0
2006,1,4871,0
2006,1,4872,250
2006,1,4879,0
2006,1,4881,5500
2006,1,4882,250
2006,1,4883,6500
2006,1,4884,1500
2006,1,4885,4500
2006,1,4889,0
2006,1,4911,11750
2006,1,4921,7250
2006,1,4922,1250
