SYEAR,SMTH,NAICS,_EMPLOYMENT_
2000,1,Aboriginal public administration[914],500
2000,1,Accommodation services[721],33750
2000,1,Administrative and support services[561],55250
2000,1,Air transportation[481],17500
2000,1,Ambulatory health care services[621],53000
2000,1,"Amusement, gambling and recreation industries[713]",22250
2000,1,Animal production and aquaculture[112],12250
2000,1,Beverage and tobacco product manufacturing[312],3250
2000,1,Broadcasting (except Internet)[515],4750
2000,1,Building material and garden equipment and supplies dealers[444],12250
2000,1,Building material and supplies merchant wholesalers[416],14250
2000,1,"Business-to-business electronic markets, and agents and brokers[419]",250
2000,1,Chemical manufacturing[325],9250
2000,1,Clothing and clothing accessories stores[448],21000
2000,1,Clothing manufacturing[315],4000
2000,1,Computer and electronic product manufacturing[334],10500
2000,1,Construction of buildings[236],26750
2000,1,Couriers and messengers[492],10000
2000,1,Credit intermediation and related activities[522],38000
2000,1,Crop production[111],11250
2000,1,"Data processing, hosting, and related services[518]",750
2000,1,Educational services[611],143500
2000,1,"Electrical equipment, appliance and component manufacturing[335]",4750
2000,1,Electronics and appliance stores[443],13500
2000,1,Fabricated metal product manufacturing[332],8250
2000,1,Farm product merchant wholesalers[411],750
2000,1,Federal government public administration[911],38250
2000,1,"Fishing, hunting and trapping[114]",5500
2000,1,Food and beverage stores[445],61250
2000,1,Food manufacturing[311],19500
2000,1,Food services and drinking places[722],114250
2000,1,"Food, beverage and tobacco merchant wholesalers[413]",12750
2000,1,Forestry and logging[113],21750
2000,1,Funds and other financial vehicles[526],0
2000,1,Furniture and home furnishings stores[442],8500
2000,1,Furniture and related product manufacturing[337],5500
2000,1,Gasoline stations[447],10000
2000,1,General merchandise stores[452],23250
2000,1,Health and personal care stores[446],11000
2000,1,Heavy and civil engineering construction[237],13250
2000,1,Heritage institutions[712],2500
2000,1,Hospitals[622],67250
2000,1,Insurance carriers and related activities[524],27250
2000,1,International and other extra-territorial public administration[919],750
2000,1,Leather and allied product manufacturing[316],250
2000,1,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2000,1,"Local, municipal and regional public administration[913]",28000
2000,1,Machinery manufacturing[333],8750
2000,1,"Machinery, equipment and supplies merchant wholesalers[417]",16750
2000,1,Management of companies and enterprises[551],1000
2000,1,Mining and quarrying (except oil and gas)[212],8250
2000,1,Miscellaneous manufacturing[339],9000
2000,1,Miscellaneous merchant wholesalers[418],11250
2000,1,Miscellaneous store retailers[453],18250
2000,1,Motion picture and sound recording industries[512],8000
2000,1,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],4750
2000,1,Motor vehicle and parts dealers[441],22750
2000,1,Non-metallic mineral product manufacturing[327],5500
2000,1,Non-store retailers[454],9750
2000,1,Nursing and residential care facilities[623],28000
2000,1,Oil and gas extraction[211],1000
2000,1,Other,250
2000,1,Other information services[519],2250
2000,1,Paper manufacturing[322],23500
2000,1,"Performing arts, spectator sports and related industries[711]",14750
2000,1,Personal and household goods merchant wholesalers[414],8500
2000,1,Personal and laundry services[812],27750
2000,1,Petroleum and coal product manufacturing[324],1250
2000,1,Petroleum and petroleum products merchant wholesalers[412],500
2000,1,Pipeline transportation[486],750
2000,1,Plastics and rubber products manufacturing[326],8250
2000,1,Postal service[491],9750
2000,1,Primary metal manufacturing[331],8750
2000,1,Printing and related support activities[323],10500
2000,1,Private households[814],14000
2000,1,"Professional, scientific and technical services[541]",135250
2000,1,Provincial and territorial public administration[912],26750
2000,1,Publishing industries[511],9000
2000,1,Rail transportation[482],5750
2000,1,Real estate[531],28500
2000,1,"Religious, grant-making, civic, and professional and similar organizations[813]",17000
2000,1,Rental and leasing services[532],8750
2000,1,Repair and maintenance[811],41250
2000,1,Scenic and sightseeing transportation[487],500
2000,1,"Securities, commodity contracts, and other financial investment and related acti",13500
2000,1,Social assistance[624],51500
2000,1,Specialty trade contractors[238],66250
2000,1,"Sporting goods, hobby, book and music stores[451]",9000
2000,1,Support activities for agriculture and forestry[115],11250
2000,1,"Support activities for mining, and oil and gas extraction[213]",5250
2000,1,Support activities for transportation[488],16750
2000,1,Telecommunications[517],22000
2000,1,Textile mills[313],0
2000,1,Textile product mills[314],2000
2000,1,Transit and ground passenger transportation[485],13250
2000,1,Transportation equipment manufacturing[336],12500
2000,1,Truck transportation[484],32000
2000,1,Utilities[221],10750
2000,1,Warehousing and storage[493],4500
2000,1,Waste management and remediation services[562],4000
2000,1,Water transportation[483],5000
2000,1,Wood product manufacturing[321],42000
2000,2,Aboriginal public administration[914],1000
2000,2,Accommodation services[721],33000
2000,2,Administrative and support services[561],59750
2000,2,Air transportation[481],19250
2000,2,Ambulatory health care services[621],53250
2000,2,"Amusement, gambling and recreation industries[713]",22250
2000,2,Animal production and aquaculture[112],12000
2000,2,Beverage and tobacco product manufacturing[312],4250
2000,2,Broadcasting (except Internet)[515],5500
2000,2,Building material and garden equipment and supplies dealers[444],13250
2000,2,Building material and supplies merchant wholesalers[416],12250
2000,2,"Business-to-business electronic markets, and agents and brokers[419]",500
2000,2,Chemical manufacturing[325],8500
2000,2,Clothing and clothing accessories stores[448],20250
2000,2,Clothing manufacturing[315],2750
2000,2,Computer and electronic product manufacturing[334],8750
2000,2,Construction of buildings[236],30750
2000,2,Couriers and messengers[492],9250
2000,2,Credit intermediation and related activities[522],40500
2000,2,Crop production[111],10250
2000,2,"Data processing, hosting, and related services[518]",750
2000,2,Educational services[611],142500
2000,2,"Electrical equipment, appliance and component manufacturing[335]",5000
2000,2,Electronics and appliance stores[443],10750
2000,2,Fabricated metal product manufacturing[332],7500
2000,2,Farm product merchant wholesalers[411],1500
2000,2,Federal government public administration[911],37250
2000,2,"Fishing, hunting and trapping[114]",4500
2000,2,Food and beverage stores[445],60250
2000,2,Food manufacturing[311],16000
2000,2,Food services and drinking places[722],119250
2000,2,"Food, beverage and tobacco merchant wholesalers[413]",11750
2000,2,Forestry and logging[113],24500
2000,2,Funds and other financial vehicles[526],0
2000,2,Furniture and home furnishings stores[442],9250
2000,2,Furniture and related product manufacturing[337],4250
2000,2,Gasoline stations[447],10000
2000,2,General merchandise stores[452],24000
2000,2,Health and personal care stores[446],14000
2000,2,Heavy and civil engineering construction[237],15250
2000,2,Heritage institutions[712],3500
2000,2,Hospitals[622],70250
2000,2,Insurance carriers and related activities[524],24000
2000,2,International and other extra-territorial public administration[919],500
2000,2,Leather and allied product manufacturing[316],1250
2000,2,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2000,2,"Local, municipal and regional public administration[913]",25250
2000,2,Machinery manufacturing[333],10250
2000,2,"Machinery, equipment and supplies merchant wholesalers[417]",17000
2000,2,Management of companies and enterprises[551],1500
2000,2,Mining and quarrying (except oil and gas)[212],8250
2000,2,Miscellaneous manufacturing[339],10250
2000,2,Miscellaneous merchant wholesalers[418],14750
2000,2,Miscellaneous store retailers[453],20000
2000,2,Motion picture and sound recording industries[512],10750
2000,2,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],4500
2000,2,Motor vehicle and parts dealers[441],24000
2000,2,Non-metallic mineral product manufacturing[327],6500
2000,2,Non-store retailers[454],10500
2000,2,Nursing and residential care facilities[623],28250
2000,2,Oil and gas extraction[211],1500
2000,2,Other,1500
2000,2,Other information services[519],2500
2000,2,Paper manufacturing[322],20750
2000,2,"Performing arts, spectator sports and related industries[711]",15750
2000,2,Personal and household goods merchant wholesalers[414],8250
2000,2,Personal and laundry services[812],31750
2000,2,Petroleum and coal product manufacturing[324],1000
2000,2,Petroleum and petroleum products merchant wholesalers[412],500
2000,2,Pipeline transportation[486],1000
2000,2,Plastics and rubber products manufacturing[326],9000
2000,2,Postal service[491],8750
2000,2,Primary metal manufacturing[331],6750
2000,2,Printing and related support activities[323],11750
2000,2,Private households[814],14500
2000,2,"Professional, scientific and technical services[541]",132750
2000,2,Provincial and territorial public administration[912],26250
2000,2,Publishing industries[511],10250
2000,2,Rail transportation[482],6000
2000,2,Real estate[531],30500
2000,2,"Religious, grant-making, civic, and professional and similar organizations[813]",16000
