SYEAR,SMTH,NAICS,_EMPLOYMENT_
2016,1,1100,500
2016,1,1111,750
2016,1,1112,2000
2016,1,1113,2500
2016,1,1114,3750
2016,1,1119,500
2016,1,1121,2750
2016,1,1122,0
2016,1,1123,500
2016,1,1124,0
2016,1,1125,1500
2016,1,1129,1250
2016,1,1131,0
2016,1,1132,0
2016,1,1133,12250
2016,1,1141,2000
2016,1,1142,0
2016,1,1151,250
2016,1,1152,0
2016,1,1153,6000
2016,1,2100,500
2016,1,2111,4250
2016,1,2121,5500
2016,1,2122,10250
2016,1,2123,1000
2016,1,2131,8250
2016,1,2211,8250
2016,1,2212,1750
2016,1,2213,4000
2016,1,2361,61000
2016,1,2362,9500
2016,1,2371,6750
2016,1,2372,6000
2016,1,2373,4750
2016,1,2379,2500
2016,1,2381,24500
2016,1,2382,44750
2016,1,2383,24250
2016,1,2389,13500
2016,1,3111,250
2016,1,3112,0
2016,1,3113,1000
2016,1,3114,1000
2016,1,3115,250
2016,1,3116,5500
2016,1,3117,1750
2016,1,3118,8500
2016,1,3119,6000
2016,1,3121,6750
2016,1,3122,0
2016,1,3131,0
2016,1,3132,0
2016,1,3141,1250
2016,1,3149,2750
2016,1,3152,5000
2016,1,3159,0
2016,1,3162,0
2016,1,3169,0
2016,1,3211,24000
2016,1,3212,3750
2016,1,3219,8750
2016,1,3221,9750
2016,1,3222,1000
2016,1,3231,6750
2016,1,3241,0
2016,1,3251,250
2016,1,3252,0
2016,1,3253,250
2016,1,3254,3250
2016,1,3255,250
2016,1,3256,0
2016,1,3259,250
2016,1,3261,4500
2016,1,3262,1250
2016,1,3271,0
2016,1,3272,250
2016,1,3273,3250
2016,1,3274,0
2016,1,3279,0
2016,1,3311,1000
2016,1,3312,0
2016,1,3313,1000
2016,1,3314,750
2016,1,3315,500
2016,1,3321,0
2016,1,3322,1000
2016,1,3323,8250
2016,1,3324,0
2016,1,3325,0
2016,1,3326,750
2016,1,3327,2500
2016,1,3328,0
2016,1,3329,750
2016,1,3331,500
2016,1,3332,500
2016,1,3333,0
2016,1,3334,3000
2016,1,3335,750
2016,1,3336,1000
2016,1,3339,2250
2016,1,3341,1000
2016,1,3342,1250
2016,1,3343,750
2016,1,3344,1250
2016,1,3345,3250
2016,1,3346,0
2016,1,3351,1500
2016,1,3352,0
2016,1,3353,3250
2016,1,3359,2500
2016,1,3361,0
2016,1,3362,500
2016,1,3363,2750
2016,1,3364,3250
2016,1,3365,0
2016,1,3366,1750
2016,1,3369,0
2016,1,3371,6750
2016,1,3372,0
2016,1,3379,1000
2016,1,3391,1750
2016,1,3399,11000
2016,1,4111,500
2016,1,4121,2250
2016,1,4131,15500
2016,1,4132,1250
2016,1,4133,0
2016,1,4141,0
2016,1,4142,2000
2016,1,4143,1500
2016,1,4144,500
2016,1,4145,2250
2016,1,4151,3000
2016,1,4152,1750
2016,1,4153,0
2016,1,4161,7500
2016,1,4162,1750
2016,1,4163,8750
2016,1,4171,500
2016,1,4172,5750
2016,1,4173,4500
2016,1,4179,8000
2016,1,4181,2750
2016,1,4182,0
2016,1,4183,1250
2016,1,4184,3250
2016,1,4189,6500
2016,1,4191,0
2016,1,4411,25000
2016,1,4412,4000
2016,1,4413,4500
2016,1,4421,7000
2016,1,4422,2500
2016,1,4431,6500
2016,1,4441,15500
2016,1,4442,750
2016,1,4451,56500
2016,1,4452,8750
2016,1,4453,7000
2016,1,4461,35250
2016,1,4471,11250
2016,1,4481,25000
2016,1,4482,2000
2016,1,4483,2750
2016,1,4511,8000
2016,1,4513,2000
2016,1,4521,10250
